nation,worldCupYear,playerName,playerId,jerseyNumber,rating,position,attack,defense,isLegendary
GER,1986,Thon,olaf-thon,16,80,CM/RM,36,36,false
GER,1986,Jakobs,ditmar-jakobs,17,73,CB/LB,9,73,false
GER,1986,Rahn,uwe-rahn,18,75,RW/ST/LM,75,34,false
GER,1986,Allofs,klaus-allofs,19,81,ST/LW,81,10,false
GER,1986,D. Hoeneß,dieter-hoeness,20,76,ST,76,9,false
GER,1986,Rolff,wolfgang-rolff,21,72,CM/RM/LM,32,32,false
GER,1986,Immel,eike-immel,22,72,GK,0,72,false
GER,1990,Illgner,bodo-illgner,1,85,GK,0,85,false
GER,1990,Reuter,stefan-reuter,2,81,RB/RM,36,81,false
GER,1990,Brehme,andreas-brehme,3,88,LB/LM/RB,40,88,false
GER,1990,Köhler,jurgen-kohler,4,87,CB/RB,10,87,false
GER,1990,Augenthaler,klaus-augenthaler,5,83,CB/CM,37,83,false
GER,1990,Buchwald,guido-buchwald,6,84,CB/CM,38,84,false
GER,1990,Littbarski,pierre-littbarski,7,82,LW/LM/RW,82,37,false
GER,1990,Häßler,thomas-hassler,8,84,CM/RM/RW,84,38,false
GER,1990,Völler,rudi-voller,9,88,ST/LW,88,11,false
GER,1990,Matthäus,lothar-matthaus,10,96,CM/RM,43,43,true
GER,1990,Mill,frank-mill,11,74,ST/RW,74,9,false
GER,1990,Aumann,raimond-aumann,12,74,GK,0,74,false
GER,1990,Riedle,karl-heinz-riedle,13,82,ST/LW,82,10,false
GER,1990,Berthold,thomas-berthold,14,82,RB/CB/RM,37,82,false
GER,1990,Bein,uwe-bein,15,80,CM/LM,36,36,false
GER,1990,Steiner,paul-steiner,16,73,CB/LB,9,73,false
GER,1990,Möller,andreas-moller,17,82,CM/RM/LM,37,37,false
GER,1990,Klinsmann,jurgen-klinsmann,18,87,ST/RW,87,10,false
GER,1990,Pflügler,hans-pflugler,19,74,LB/LM/CB,33,74,false
GER,1990,Thon,olaf-thon,20,80,CM/RM,36,36,false
GER,1990,Hermann,gunter-hermann,21,73,CM/LM/RM,33,33,false
GER,1990,Köpke,andreas-kopke,22,75,GK,0,75,false
GER,1994,Illgner,bodo-illgner,1,85,GK,0,85,false
GER,1994,Strunz,thomas-strunz,2,78,RM/CM,35,35,false
GER,1994,Brehme,andreas-brehme,3,86,LB/CB,10,86,false
GER,1994,Kohler,jurgen-kohler,4,86,CB,10,86,false
GER,1994,Helmer,thomas-helmer,5,82,CB,10,82,false
GER,1994,Buchwald,guido-buchwald,6,83,CB/CM,37,83,false
GER,1994,Möller,andreas-moller,7,85,CM/RW,85,38,false
GER,1994,Häßler,thomas-hassler,8,83,RM/CM,37,37,false
GER,1994,Riedle,karl-heinz-riedle,9,81,ST,81,10,false
GER,1994,Matthäus,lothar-matthaus,10,90,CM,41,41,true
GER,1994,Kuntz,stefan-kuntz,11,77,ST,77,9,false
GER,1994,Köpke,andreas-kopke,12,82,GK,0,82,false
GER,1994,Völler,rudi-voller,13,86,ST,86,10,false
GER,1994,Berthold,thomas-berthold,14,81,RB/CB,10,81,false
GER,1994,Gaudino,maurizio-gaudino,15,73,CM,33,33,false
GER,1994,Sammer,matthias-sammer,16,87,CB/CM,39,87,true
GER,1994,Wagner,martin-wagner,17,70,ST/CM,70,32,false
GER,1994,Klinsmann,jurgen-klinsmann,18,88,ST,88,11,true
GER,1994,Kirsten,ulf-kirsten,19,80,ST,80,10,false
GER,1994,Effenberg,stefan-effenberg,20,84,CM/RW,84,38,false
GER,1994,Basler,mario-basler,21,78,LM/LW,78,35,false
GER,1994,Kahn,oliver-kahn,22,84,GK,0,84,false
GER,1998,Köpke,andreas-kopke,1,84,GK,0,84,false
GER,1998,Wörns,christian-worns,2,78,CB,9,78,false
GER,1998,Heinrich,jorg-heinrich,3,75,LB/RB,9,75,false
GER,1998,Köhler,jurgen-kohler,4,82,CB,10,82,false
GER,1998,Helmer,thomas-helmer,5,78,CB,9,78,false
GER,1998,Thon,olaf-thon,6,77,CB/RM,35,77,false
GER,1998,Möller,andreas-moller,7,83,CM/RW,83,37,false
GER,1998,Matthäus,lothar-matthaus,8,88,CB/CM,40,88,true
GER,1998,Kirsten,ulf-kirsten,9,78,ST,78,9,false
GER,1998,Häßler,thomas-hassler,10,80,RM/CM,36,36,false
GER,1998,Marschall,olaf-marschall,11,75,ST,75,9,false
GER,1998,Kahn,oliver-kahn,12,87,GK,0,87,true
GER,1998,Jeremies,jens-jeremies,13,77,RM/CM,35,35,false
GER,1998,Babbel,markus-babbel,14,81,RB/CB,10,81,false
GER,1998,Freund,steffen-freund,15,78,RM/CM,35,35,false
GER,1998,Hamann,dietmar-hamann,16,80,LM/CM,36,36,false
GER,1998,Ziege,christian-ziege,17,82,LB/LW,82,82,false
GER,1998,Klinsmann,jurgen-klinsmann,18,86,ST,86,10,true
GER,1998,Reuter,stefan-reuter,19,78,RB/RM,35,78,false
GER,1998,Bierhoff,oliver-bierhoff,20,84,ST,84,10,false
GER,1998,Tarnat,michael-tarnat,21,76,LB/RM,34,76,false
GER,1998,Lehmann,jens-lehmann,22,78,GK,0,78,false
GER,2002,Kahn,oliver-kahn,1,95,GK,0,95,true
GER,2002,Linke,thomas-linke,2,79,CB/RB,9,79,false
GER,2002,Rehmer,marko-rehmer,3,76,CB/RB/RM,34,76,false
GER,2002,Baumann,frank-baumann,4,76,CB/CM,34,76,false
GER,2002,Ramelow,carsten-ramelow,5,80,CM/CB/RM,36,80,false
GER,2002,Ziege,christian-ziege,6,80,LB/LM,36,80,false
GER,2002,Neuville,oliver-neuville,7,78,ST/LW/RW,78,9,false
GER,2002,Hamann,dietmar-hamann,8,83,CM/RM,37,37,false
GER,2002,Jancker,carsten-jancker,9,74,ST,74,9,false
GER,2002,Ricken,lars-ricken,10,73,CM/LM/RW,73,33,false
GER,2002,Klose,miroslav-klose,11,84,ST/RW,84,10,true
GER,2002,Lehmann,jens-lehmann,12,81,GK,0,81,false
GER,2002,Ballack,michael-ballack,13,91,CM/ST,91,41,true
GER,2002,Asamoah,gerald-asamoah,14,74,ST/LW,74,9,false
GER,2002,Kehl,sebastian-kehl,15,77,CM/CB/RM,35,77,false
GER,2002,Jeremies,jens-jeremies,16,77,CM/RM,35,35,false
GER,2002,Bode,marco-bode,17,76,LW/LM/LB,76,76,false
GER,2002,Böhme,jorg-bohme,18,75,LM/CM/LB,34,75,false
GER,2002,Schneider,bernd-schneider,19,80,RW/RM/CM,80,36,false
GER,2002,Bierhoff,oliver-bierhoff,20,76,ST,76,9,false
GER,2002,Metzelder,christoph-metzelder,21,78,CB,9,78,false
GER,2002,Frings,torsten-frings,22,80,CM/RM/RB,36,80,false
GER,2002,Butt,hans-jorg-butt,23,74,GK,0,74,false
GER,2006,Lehmann,jens-lehmann,1,87,GK,0,87,false
GER,2006,Jansen,marcell-jansen,2,76,LB/RB,9,76,false
GER,2006,Friedrich,arne-friedrich,3,80,RB/CB,10,80,false
GER,2006,Huth,robert-huth,4,78,CB,9,78,false
GER,2006,Kehl,sebastian-kehl,5,79,RM/CM,36,36,false
GER,2006,Nowotny,jens-nowotny,6,77,CB,9,77,false
GER,2006,Schweini,bastian-schweinsteiger,7,85,LM/CM,38,38,false
GER,2006,Frings,torsten-frings,8,84,RM/CM,38,38,false
GER,2006,Hanke,mike-hanke,9,74,ST,74,9,false
GER,2006,Neuville,oliver-neuville,10,79,ST/LW,79,9,false
GER,2006,Klose,miroslav-klose,11,88,ST,88,11,true
GER,2006,Kahn,oliver-kahn,12,91,GK,0,91,true
GER,2006,Ballack,michael-ballack,13,90,CM,41,41,true
GER,2006,Hitzlsperger,thomas-hitzlsperger,15,78,LM/CM,35,35,false
GER,2006,Lahm,philipp-lahm,16,86,RB/LB,10,86,false
GER,2006,Mertesacker,per-mertesacker,17,81,CB,10,81,false
GER,2006,Borowski,tim-borowski,18,78,CM,35,35,false
GER,2006,Schneider,bernd-schneider,19,80,RW/CM,80,36,false
GER,2006,Podolski,lukas-podolski,20,86,ST/LW,86,10,false
GER,2006,Metzelder,christoph-metzelder,21,82,CB,10,82,false
GER,2006,Odonkor,david-odonkor,22,76,RW,76,9,false
GER,2006,Hildebrand,timo-hildebrand,23,76,GK,0,76,false
GER,2014,Neuer,manuel-neuer,1,97,GK,0,97,true
GER,2014,Großkreutz,kevin-grosskreutz,2,73,RB/LM/RM,33,73,false
GER,2014,Ginter,matthias-ginter,3,73,CB/CM,33,73,false
GER,2014,Höwedes,benedikt-howedes,4,82,CB/LB/RB,10,82,false
GER,2014,Hummels,mats-hummels,5,89,CB,11,89,false
GER,2014,Khedira,sami-khedira,6,86,CM/RM,39,39,false
GER,2014,Schweinsteiger,bastian-schweinsteiger,7,88,CM/RM,40,40,true
GER,2014,Özil,mesut-ozil,8,87,CM/LM/LW,87,39,false
GER,2014,Schürrle,andre-schurrle,9,80,LW/LM/RW,80,36,false
GER,2014,Podolski,lukas-podolski,10,80,LW/LM/ST,80,36,false
GER,2014,Klose,miroslav-klose,11,83,ST,83,10,true
GER,2014,Zieler,ron-robert-zieler,12,72,GK,0,72,false
GER,2014,T. Müller,thomas-muller,13,92,RW/ST/RM/CM,92,41,true
GER,2014,Draxler,julian-draxler,14,77,LW/LM/CM,77,35,false
GER,2014,Durm,erik-durm,15,70,RB/LB,8,70,false
GER,2014,Lahm,philipp-lahm,16,91,RB/RM/LB,41,91,true
GER,2014,Mertesacker,per-mertesacker,17,82,CB,10,82,false
GER,2014,Kroos,toni-kroos,18,91,CM/RM,41,41,true
GER,2014,Götze,mario-gotze,19,84,LW/LM/CM/ST,84,38,false
GER,2014,Boateng,jerome-boateng,20,88,CB/RB,11,88,false
GER,2014,Mustafi,shkodran-mustafi,21,74,CB/RB,9,74,false
GER,2014,Weidenfeller,roman-weidenfeller,22,74,GK,0,74,false
GER,2014,Kramer,christoph-kramer,23,73,CM/RM,33,33,false
GER,2026,Neuer,manuel-neuer,1,88,GK,0,88,true
GER,2026,Rüdiger,antonio-rudiger,2,86,CB,10,86,false
GER,2026,Anton,waldemar-anton,3,78,CB/RB,9,78,false
GER,2026,Tah,jonathan-tah,4,83,CB,10,83,false
GER,2026,Pavlović,aleksandar-pavlovic,5,81,CM/RM,36,36,false
GER,2026,Kimmich,joshua-kimmich,6,89,CM/RB/RM,40,89,false
GER,2026,Havertz,kai-havertz,7,85,ST/CM,85,38,false
GER,2026,Goretzka,leon-goretzka,8,81,CM/RM,36,36,false
GER,2026,Leweling,jamie-leweling,9,76,RW/LW/LM,76,34,false
GER,2026,Musiala,jamal-musiala,10,90,CM/LM/RW,90,41,false
GER,2026,Woltemade,nick-woltemade,11,80,ST,80,10,false
GER,2026,Baumann,oliver-baumann,12,74,GK,0,74,false
GER,2026,Groß,pascal-gross,13,78,CM/RM/RB,35,78,false
GER,2026,Beier,maximilian-beier,14,77,ST/LW,77,9,false
GER,2026,Schlotterbeck,nico-schlotterbeck,15,83,CB/LB,10,83,false
GER,2026,Stiller,angelo-stiller,16,80,CM/RM,36,36,false
GER,2026,Wirtz,florian-wirtz,17,89,CM/LM/LW,89,40,false
GER,2026,Brown,nathaniel-brown,18,74,LB/LM,33,74,false
GER,2026,Sané,leroy-sane,19,84,RW/LW,84,10,false
GER,2026,Amiri,nadiem-amiri,20,74,CM/LM,33,33,false
GER,2026,Nübel,alexander-nubel,21,75,GK,0,75,false
GER,2026,Raum,david-raum,22,80,LB/LM,36,80,false
GER,2026,Nmecha,felix-nmecha,23,75,CM/RM,34,34,false
GER,2026,Thiaw,malick-thiaw,24,78,CB,9,78,false
GER,2026,Karl,lennart-karl,25,76,RW/LM/CM,76,34,false
GER,2026,Undav,deniz-undav,26,79,ST/LW,79,9,false
GHA,2010,Agyei,daniel-agyei,1,67,GK,0,67,false
GHA,2010,Sarpei,hans-sarpei,2,74,LB/CB,9,74,false
GHA,2010,Gyan,asamoah-gyan,3,81,ST/LW,81,10,false
GHA,2010,Paintsil,john-paintsil,4,75,RB/RM,34,75,false
GHA,2010,J. Mensah,john-mensah,5,77,CB,9,77,false
GHA,2010,Annan,anthony-annan,6,76,CM/RM,34,34,false
GHA,2010,Inkoom,samuel-inkoom,7,73,RB/RM,33,73,false
GHA,2010,Jo. Mensah,jonathan-mensah,8,71,CB/RB,9,71,false
GHA,2010,D. Boateng,derek-boateng,9,72,CM/RM,32,32,false
GHA,2010,Appiah,stephen-appiah,10,76,CM/LM,34,34,false
GHA,2010,Muntari,sulley-muntari,11,79,CM/LM,36,36,false
GHA,2010,Tagoe,prince-tagoe,12,70,ST/RW,70,8,false
GHA,2010,A. Ayew,andre-ayew,13,76,LW/LM/ST,76,34,false
GHA,2010,Amoah,matthew-amoah,14,70,ST/RW,70,8,false
GHA,2010,Vorsah,isaac-vorsah,15,71,CB,9,71,false
GHA,2010,Ahorlu,stephen-ahorlu,16,64,GK,0,64,false
GHA,2010,I. Ayew,ibrahim-ayew,17,66,RB/CB,8,66,false
GHA,2010,Adiyiah,dominic-adiyiah,18,68,ST/LW,68,8,false
GHA,2010,Addy,lee-addy,19,66,CB/LB,8,66,false
GHA,2010,Owusu-Abeyie,quincy-owusu-abeyie,20,71,RW/LM,71,32,false
GHA,2010,K. Asamoah,kwadwo-asamoah,21,77,CM/LM,35,35,false
GHA,2010,Kingson,richard-kingson,22,74,GK,0,74,false
GHA,2010,K-P. Boateng,kevin-prince-boateng,23,78,CM/RM,35,35,false
GHA,2014,Adams,stephen-adams,1,66,GK,0,66,false
GHA,2014,Inkoom,samuel-inkoom,2,72,RB,9,72,false
GHA,2014,Gyan,asamoah-gyan,3,83,ST,83,10,true
GHA,2014,Opare,daniel-opare,4,74,RB/LB,9,74,false
GHA,2014,Essien,michael-essien,5,82,CM/RM,37,37,true
GHA,2014,Acquah,afriyie-acquah,6,74,CM,33,33,false
GHA,2014,Atsu,christian-atsu,7,79,LW/RW,79,9,false
GHA,2014,Badu,emmanuel-badu,8,77,CM,35,35,false
GHA,2014,KP Boateng,kevin-prince-boateng,9,84,CM/ST,84,38,false
GHA,2014,A. Ayew,andre-ayew,10,84,RW/LW,84,10,false
GHA,2014,Muntari,sulley-muntari,11,80,CM,36,36,false
GHA,2014,Kwarasey,adam-kwarasey,12,73,GK,0,73,false
GHA,2014,J. Ayew,jordan-ayew,13,79,ST/LW,79,9,false
GHA,2014,Sumaila,rashid-sumaila,15,71,CB/LB,9,71,false
GHA,2014,Dauda,fatau-dauda,16,76,GK,0,76,false
GHA,2014,Rabiu,mohammed-rabiu,17,73,CM/RM,33,33,false
GHA,2014,Waris,majeed-waris,18,74,ST/LW,74,9,false
GHA,2014,J. Mensah,jonathan-mensah,19,75,CB,9,75,false
GHA,2014,Asamoah,kwadwo-asamoah,20,85,LM/CM,38,38,false
GHA,2014,Boye,john-boye,21,76,CB,9,76,false
GHA,2014,Wakaso,mubarak-wakaso,22,78,CM,35,35,false
GHA,2014,Afful,harrison-afful,23,76,RB,9,76,false
GRE,2010,Chalkias,chalkias,1,75,GK,0,75,false
GRE,2010,Seitaridis,seitaridis,2,76,RB,9,76,false
GRE,2010,Patsatzoglou,patsatzoglou,3,73,LB/RM,33,73,false
GRE,2010,Spyropoulos,spyropoulos,4,74,LB,9,74,false
GRE,2010,Moras,moras,5,75,CB,9,75,false
GRE,2010,Tziolis,tziolis,6,75,CM/RM,34,34,false
GRE,2010,Samaras,samaras,7,82,LW/ST,82,10,false
GRE,2010,Papadopoulos,av-papadopoulos,8,78,CB,9,78,false
GRE,2010,Charisteas,charisteas,9,79,ST,79,9,false
GRE,2010,Karagounis,karagounis,10,83,CM/LM,37,37,true
GRE,2010,Vyntra,vyntra,11,75,CB/RB,9,75,false
GRE,2010,Tzorvas,tzorvas,12,76,GK,0,76,false
GRE,2010,Sifakis,sifakis,13,74,GK,0,74,false
GRE,2010,Salpingidis,salpingidis,14,77,RW/ST,77,9,false
GRE,2010,Torosidis,torosidis,15,78,RB,9,78,false
GRE,2010,Kyrgiakos,kyrgiakos,16,77,CB,9,77,false
GRE,2010,Gekas,gekas,17,77,ST,77,9,false
GRE,2010,Ninis,ninis,18,74,LM/LW,74,33,false
GRE,2010,Sokratis,sokratis,19,79,CB,9,79,false
GRE,2010,Kapetanos,kapetanos,20,73,ST,73,9,false
GRE,2010,Katsouranis,katsouranis,21,80,CM/RM,36,36,false
GRE,2010,Malezas,malezas,22,73,CB,9,73,false
GRE,2010,Prittas,prittas,23,72,CM,32,32,false
GRE,2014,Karnezis,karnezis,1,78,GK,0,78,false
GRE,2014,Maniatis,maniatis,2,76,RM/CM,34,34,false
GRE,2014,Tzavellas,tzavellas,3,76,LB,9,76,false
GRE,2014,Manolas,manolas,4,80,CB,10,80,false
GRE,2014,Moras,moras,5,74,CB,9,74,false
GRE,2014,Tziolis,tziolis,6,75,CM/RM,34,34,false
GRE,2014,Samaras,samaras,7,81,LW/ST,81,10,false
GRE,2014,Kone,kone,8,76,CM,34,34,false
GRE,2014,Mitroglou,mitroglou,9,79,ST,79,9,false
GRE,2014,Karagounis,karagounis,10,80,CM/LM,36,36,true
GRE,2014,Vyntra,vyntra,11,75,CB/RB,9,75,false
GRE,2014,Glykos,glykos,12,73,GK,0,73,false
GRE,2014,Kapino,kapino,13,73,GK,0,73,false
GRE,2014,Salpingidis,salpingidis,14,76,RW/ST,76,9,false
GRE,2014,Torosidis,torosidis,15,78,RB,9,78,false
GRE,2014,Christodoulopoulos,christodoulopoulos,16,75,LM/LW,75,34,false
GRE,2014,Gekas,gekas,17,75,ST,75,9,false
GRE,2014,Fetfatzidis,fetfatzidis,18,75,RW/LM,75,34,false
GRE,2014,Sokratis,sokratis,19,82,CB,10,82,false
GRE,2014,Holebas,holebas,20,76,LB,9,76,false
GRE,2014,Katsouranis,katsouranis,21,78,CM/RM,35,35,false
GRE,2014,Samaris,samaris,22,77,CM/RM,35,35,false
GRE,2014,Tachtsidis,tachtsidis,23,74,CM,33,33,false
IRL,1990,Bonner,packie-bonner,1,78,GK,0,78,false
IRL,1990,Morris,chris-morris,2,75,RB,9,75,false
IRL,1990,Staunton,steve-staunton,3,78,LB/CB,9,78,false
IRL,1990,McCarthy,mick-mccarthy,4,78,CB,9,78,false
IRL,1990,Moran,kevin-moran,5,78,CB,9,78,false
IRL,1990,Whelan,ronnie-whelan,6,78,CM,35,35,false
IRL,1990,McGrath,paul-mcgrath,7,84,CB/CM,38,84,true
IRL,1990,Houghton,ray-houghton,8,78,RM/RW/CM,78,35,false
IRL,1990,Aldridge,john-aldridge,9,79,ST,79,9,false
IRL,1990,Cascarino,tony-cascarino,10,76,ST,76,9,false
IRL,1990,Sheedy,kevin-sheedy,11,78,LM/LW,78,35,false
IRL,1990,O'Leary,david-oleary,12,77,CB,9,77,false
IRL,1990,Townsend,andy-townsend,13,78,CM,35,35,false
IRL,1990,Hughton,chris-hughton,14,74,LB/RB,9,74,false
IRL,1990,Slaven,bernie-slaven,15,73,ST,73,9,false
IRL,1990,Sheridan,john-sheridan,16,75,CM,34,34,false
IRL,1990,Quinn,niall-quinn,17,78,ST,78,9,false
IRL,1990,Stapleton,frank-stapleton,18,74,ST,74,9,false
IRL,1990,Kelly,david-kelly,19,73,ST,73,9,false
IRL,1990,Byrne,john-byrne,20,73,ST,73,9,false
IRL,1990,McLoughlin,alan-mcloughlin,21,73,CM,33,33,false
IRL,1990,Peyton,gerry-peyton,22,73,GK,0,73,false
IRL,2002,Given,shay-given,1,82,GK,0,82,false
IRL,2002,Finnan,steve-finnan,2,78,RB,9,78,false
IRL,2002,Harte,ian-harte,3,78,LB,9,78,false
IRL,2002,Cunningham,kenny-cunningham,4,77,CB,9,77,false
IRL,2002,Staunton,steve-staunton,5,78,CB/LB,9,78,false
IRL,2002,McAteer,jason-mcateer,7,76,RM,34,34,false
IRL,2002,Holland,matt-holland,8,77,CM,35,35,false
IRL,2002,Duff,damien-duff,9,82,LW/LM,82,37,true
IRL,2002,Keane,robbie-keane,10,82,ST,82,10,true
IRL,2002,Kilbane,kevin-kilbane,11,76,LM/LW,76,34,false
IRL,2002,Kinsella,mark-kinsella,12,76,CM,34,34,false
IRL,2002,Connolly,david-connolly,13,74,ST,74,9,false
IRL,2002,Breen,gary-breen,14,77,CB,9,77,false
IRL,2002,Dunne,richard-dunne,15,78,CB,9,78,false
IRL,2002,Kiely,dean-kiely,16,74,GK,0,74,false
IRL,2002,Quinn,niall-quinn,17,77,ST,77,9,false
IRL,2002,Kelly,gary-kelly,18,75,RB,9,75,false
IRL,2002,Morrison,clinton-morrison,19,74,ST,74,9,false
IRL,2002,O'Brien,andy-obrien,20,74,CB,9,74,false
IRL,2002,Reid,steven-reid,21,74,RM/RW,74,33,false
IRL,2002,Carsley,lee-carsley,22,75,CM,34,34,false
IRL,2002,Kelly,alan-kelly,23,73,GK,0,73,false
ITA,1970,Albertosi,enrico-albertosi,1,82,GK,0,82,false
ITA,1970,Burgnich,tarcisio-burgnich,2,81,RB/CB,10,81,false
ITA,1970,Facchetti,giacinto-facchetti,3,88,LB/CB,11,88,true
ITA,1970,Poletti,fabrizio-poletti,4,68,RB/CB,8,68,false
ITA,1970,Cera,pierluigi-cera,5,76,CB/CM,34,76,false
ITA,1970,Ferrante,ugo-ferrante,6,67,CB/CM,30,67,false
ITA,1970,Niccolai,comunardo-niccolai,7,66,CB,8,66,false
ITA,1970,Rosato,roberto-rosato,8,75,CB,9,75,false
ITA,1970,Puia,giorgio-puia,9,68,CB,8,68,false
ITA,1970,Bertini,mario-bertini,10,74,CM/RM,33,33,false
ITA,1970,Riva,gigi-riva,11,89,LW/ST,89,11,true
ITA,1970,Zoff,dino-zoff,12,80,GK,0,80,false
ITA,1970,Domenghini,angelo-domenghini,13,77,RW/ST,77,9,false
ITA,1970,Rivera,gianni-rivera,14,87,CM/LM,39,39,true
ITA,1970,Mazzola,sandro-mazzola,15,86,CM/RM,39,39,true
ITA,1970,De Sisti,giancarlo-de-sisti,16,76,CM,34,34,false
ITA,1970,Vieri,lido-vieri,17,68,GK,0,68,false
ITA,1970,Juliano,antonio-juliano,18,74,CM/RM,33,33,false
ITA,1970,Gori,sergio-gori,19,69,ST/RW,69,8,false
ITA,1970,Boninsegna,roberto-boninsegna,20,83,ST,83,10,false
ITA,1970,Furino,giuseppe-furino,21,68,CM,31,31,false
ITA,1970,Prati,pierino-prati,22,76,LW/ST,76,9,false
ITA,1974,Zoff,dino-zoff,1,95,GK,0,95,true
ITA,1974,Spinosi,luciano-spinosi,2,74,RB,9,74,false
ITA,1974,Facchetti,giacinto-facchetti,3,90,LB,11,90,true
ITA,1974,Benetti,romeo-benetti,4,80,CM/RM,36,36,false
ITA,1974,Morini,francesco-morini,5,77,CB,9,77,false
ITA,1974,Burgnich,tarcisio-burgnich,6,82,CB/RB,10,82,false
ITA,1974,Mazzola,sandro-mazzola,7,88,CM,40,40,false
ITA,1974,Capello,fabio-capello,8,82,CM/RM,37,37,false
ITA,1974,Chinaglia,giorgio-chinaglia,9,80,ST,80,10,false
ITA,1974,Rivera,gianni-rivera,10,90,CM,41,41,true
ITA,1974,Riva,gigi-riva,11,92,ST/LW,92,11,true
ITA,1974,Albertosi,enrico-albertosi,12,76,GK,0,76,false
ITA,1974,Sabadini,giuseppe-sabadini,13,70,CB,8,70,false
ITA,1974,Bellugi,mauro-bellugi,14,72,CB,9,72,false
ITA,1974,Wilson,giuseppe-wilson,15,76,CB,9,76,false
ITA,1974,Juliano,antonio-juliano,16,76,CM/RM,34,34,false
ITA,1974,Re Cecconi,luciano-re-cecconi,17,74,CM,33,33,false
ITA,1974,Causio,franco-causio,18,83,RW/LM,83,37,false
ITA,1974,Anastasi,pietro-anastasi,19,81,ST,81,10,false
ITA,1974,Boninsegna,roberto-boninsegna,20,82,ST,82,10,false
ITA,1974,Pulici,paolo-pulici,21,76,ST,76,9,false
ITA,1974,Castellini,luciano-castellini,22,72,GK,0,72,false
ITA,1978,Zoff,dino-zoff,1,86,GK,0,86,true
ITA,1978,Bellugi,mauro-bellugi,2,78,CB/RB,9,78,false
ITA,1978,Cabrini,antonio-cabrini,3,80,LB/LM,36,80,false
ITA,1978,Cuccureddu,antonello-cuccureddu,4,76,RB/RM,34,76,false
ITA,1978,Gentile,claudio-gentile,5,82,RB/CB,10,82,false
ITA,1978,Maldera,aldo-maldera,6,76,LB/LM,34,76,false
ITA,1978,Manfredonia,lionello-manfredonia,7,73,CB,9,73,false
ITA,1978,Scirea,gaetano-scirea,8,85,CB/CM,38,85,true
ITA,1978,Antognoni,giancarlo-antognoni,9,84,CM/RM,38,38,false
ITA,1978,Benetti,romeo-benetti,10,80,CM/RM,36,36,false
ITA,1978,Pecci,eraldo-pecci,11,75,CM,34,34,false
ITA,1978,Conti,paolo-conti,12,70,GK,0,70,false
ITA,1978,P. Sala,patrizio-sala,13,74,RM/CM,33,33,false
ITA,1978,Tardelli,marco-tardelli,14,83,CM/RM,37,37,false
ITA,1978,Zaccarelli,renato-zaccarelli,15,75,CM/LM,34,34,false
ITA,1978,Causio,franco-causio,16,82,RW/ST,82,10,false
ITA,1978,C. Sala,claudio-sala,17,78,LW/ST,78,9,false
ITA,1978,Bettega,roberto-bettega,18,85,ST/LW,85,10,false
ITA,1978,Graziani,francesco-graziani,19,80,ST,80,10,false
ITA,1978,Pulici,paolo-pulici,20,78,ST/RW,78,9,false
ITA,1978,Rossi,paolo-rossi,21,82,ST/RW,82,10,true
ITA,1978,Bordon,ivano-bordon,22,71,GK,0,71,false
ITA,1982,Zoff,dino-zoff,1,86,GK,0,86,true
ITA,1982,Baresi,franco-baresi,2,76,CB,9,76,false
ITA,1982,Bergomi,giuseppe-bergomi,3,78,RB/CB,9,78,false
ITA,1982,Cabrini,antonio-cabrini,4,83,LB,10,83,false
ITA,1982,Collovati,fulvio-collovati,5,78,CB,9,78,false
ITA,1982,Gentile,claudio-gentile,6,85,RB/CB,10,85,true
ITA,1982,Scirea,gaetano-scirea,7,87,CB,10,87,true
ITA,1982,Vierchowod,pietro-vierchowod,8,76,CB,9,76,false
ITA,1982,Antognoni,giancarlo-antognoni,9,83,CM/LM,37,37,false
ITA,1982,Dossena,giuseppe-dossena,10,72,LM/CM,32,32,false
ITA,1982,Marini,giampiero-marini,11,73,RM/CM,33,33,false
ITA,1982,Bordon,ivano-bordon,12,70,GK,0,70,false
ITA,1982,Oriali,gabriele-oriali,13,76,RM/CM,34,34,false
ITA,1982,Tardelli,marco-tardelli,14,85,RM/CM,38,38,true
ITA,1982,Causio,franco-causio,15,77,RW/RM,77,35,false
ITA,1982,Conti,bruno-conti,16,85,RW/LM,85,38,false
ITA,1982,Massaro,daniele-massaro,17,70,ST/RW,70,8,false
ITA,1982,Altobelli,alessandro-altobelli,18,81,ST,81,10,false
ITA,1982,Graziani,francesco-graziani,19,79,ST/LW,79,9,false
ITA,1982,Rossi,paolo-rossi,20,88,ST,88,11,true
ITA,1982,Selvaggi,franco-selvaggi,21,68,ST/LW,68,8,false
ITA,1982,Galli,giovanni-galli,22,70,GK,0,70,false
ITA,1986,Galli,giovanni-galli,1,80,GK,0,80,false
ITA,1986,Bergomi,giuseppe-bergomi,2,84,CB/RB,10,84,false
ITA,1986,Cabrini,antonio-cabrini,3,83,LB/RB,10,83,false
ITA,1986,Collovati,fulvio-collovati,4,76,CB,9,76,false
ITA,1986,Nela,sebastiano-nela,5,73,RB/CB,9,73,false
ITA,1986,Scirea,gaetano-scirea,6,92,CB/RM,41,92,true
ITA,1986,Tricella,roberto-tricella,7,74,CB,9,74,false
ITA,1986,Vierchowod,pietro-vierchowod,8,80,CB,10,80,false
ITA,1986,Ancelotti,carlo-ancelotti,9,80,CM,36,36,false
ITA,1986,Bagni,salvatore-bagni,10,76,RM/CM,34,34,false
